date,positive_count,positive_score,negative_count,negative_score,total_count,total_score
2023-06-20,1,0.6000000238418579,6,0.27666666855414707,7,0.3249999936670065
2023-06-22,1,0.5600000023841858,3,0.2100000033775965,4,0.1299999952316284
2023-06-23,1,0.6700000166893005,2,0.28499999269843096,3,0.1250000018626451
2023-06-29,1,0.5,1,0.4300000071525574,2,0.0199999995529651
2023-06-30,1,0.5400000214576721,4,0.31250000186264515,5,0.4675000011920929
2023-07-02,2,0.7349999845027924,2,0.26999999582767487,4,0.5799999833106995
2023-07-03,1,0.5,2,0.3300000131130218,3,0.22444444770614302
2023-07-06,1,0.5400000214576721,1,0.4300000071525574,2,0.30199999213218687
2023-07-08,1,0.5,1,0.2800000011920929,2,0.27666666855414707
2023-07-11,1,0.5099999904632568,2,0.4799999892711639,3,0.2100000033775965
2023-07-12,2,0.5699999928474426,1,0.0299999993294477,3,0.3700000022848447
2023-07-13,20,0.6490000009536743,1,0.3899999856948852,21,0.4300000071525574
2023-07-14,2,0.6500000059604645,1,0.3899999856948852,3,0.43428571841546465
2023-07-15,1,0.5899999737739563,1,0.270000010728836,2,0.5899999737739563
2023-07-17,1,0.6700000166893005,2,0.3499999940395355,3,0.376666655143102
2023-07-19,1,0.6299999952316284,1,0.1400000005960464,2,0.40000001589457196
2023-07-21,3,0.8566666642824808,8,0.22499999497085807,11,0.4300000071525574
2023-07-22,2,0.699999988079071,1,0.1199999973177909,3,0.2800000011920929
2023-07-23,1,0.75,2,0.31000000238418574,3,0.5299999912579855
2023-07-24,1,0.6100000143051147,2,0.3200000002980232,3,0.6833333419635892
2023-07-25,2,0.8549999892711639,1,0.2000000029802322,3,0.3899999856948852
2023-07-27,2,0.6599999964237213,1,0.0399999991059303,3,0.5099999904632568
2023-07-28,1,0.6800000071525574,5,0.20200000107288357,6,0.5099999904632568
2023-08-01,4,0.5924999862909317,1,0.4300000071525574,5,0.5550000071525574
2023-08-02,1,0.7400000095367432,6,0.4116666664679845,7,0.4700000137090683
2023-08-04,1,0.6399999856948853,3,0.29666666934887564,4,0.4799999992052714
2023-08-05,1,0.6899999976158142,4,0.2400000002235174,5,0.1400000005960464
2023-08-09,1,0.5400000214576721,3,0.23666666448116302,4,0.2677777748968866
2023-08-10,1,0.7099999785423279,2,0.4799999892711639,3,0.1199999973177909
2023-08-11,7,0.5414285574640546,2,0.13999999966472385,9,0.31000000238418574
2023-08-13,1,0.5,8,0.2525000004097819,9,0.40666666130224866
2023-08-14,3,0.5933333237965902,1,0.2599999904632568,4,0.48000000417232513
2023-08-15,2,0.5799999833106995,1,0.2800000011920929,3,0.0399999991059303
2023-08-17,6,0.7466666599114736,1,0.0199999995529651,7,0.2533333326379458
2023-08-21,1,0.6800000071525574,2,0.2800000011920929,3,0.5699999928474426
2023-08-22,2,0.6700000166893005,1,0.4600000083446502,3,0.5166666631897291
2023-08-24,1,0.6000000238418579,1,0.3400000035762787,2,0.5435714226748262
2023-08-29,1,0.5,1,0.3600000143051147,2,0.4833333318432172
2023-08-30,1,0.699999988079071,1,0.4900000095367431,2,0.5245454487475482
2023-09-04,2,0.625,1,0.4399999976158142,3,0.48999998966852826
2023-09-07,1,0.7900000214576721,1,0.3199999928474426,2,0.13999999966472385
2023-09-11,1,0.5199999809265137,5,0.10599999912083144,6,0.3179999969899654
2023-09-15,2,0.6349999904632568,1,0.3199999928474426,3,0.2599999904632568
2023-09-25,1,0.5,1,0.0199999995529651,2,0.2800000011920929
2023-09-26,1,0.5400000214576721,1,0.2399999946355819,2,0.0199999995529651
2023-10-05,2,0.6899999976158142,5,0.1560000009834766,7,0.5300000071525574
